audit_unit_sequence,audit_unit_id,audit_priority,evidence_route,profile_count,markets,normalized_source_domain,profile_keys,titles,addresses,observed_categories,source_website_urls,source_phones,direct_profile_evidence_urls,official_site_search_urls,profile_search_urls,decision_boundary
85,eligibility_review_block:3e1e10cc72501bff,2,direct_website_singleton,1,NYC_NY_L,www.apicha.org,google:cid:18324274402083215110,Apicha Community Health Center - Jackson Heights-Queens,"82-11 37th Ave, Jackson Heights, NY 11372",Medical Center,https://www.apicha.org/locations/jackson-heights-clinic/,+1718-567-5200,https://www.google.com/maps?cid=18324274402083215110,https://www.google.com/search?q=site%3Awww.apicha.org+%22Apicha+Community+Health+Center+-+Jackson+Heights-Queens%22+dental+dentist+patients,https://www.google.com/search?q=%22Apicha+Community+Health+Center+-+Jackson+Heights-Queens%22+%2282-11+37th+Ave%2C+Jackson+Heights%2C+NY+11372%22+%22%2B1718-567-5200%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
86,eligibility_review_block:b3fc68bf30ec615c,2,direct_website_singleton,1,NYC_NY_L,www.aquaticrehabilitation.com,google:cid:15502555001169980906,Aquatic Rehabilitation Center,"1659 78th St, Brooklyn, NY 11214",Rehabilitation center,http://www.aquaticrehabilitation.com/,+1718-234-1212,https://www.google.com/maps?cid=15502555001169980906,https://www.google.com/search?q=site%3Awww.aquaticrehabilitation.com+%22Aquatic+Rehabilitation+Center%22+dental+dentist+patients,https://www.google.com/search?q=%22Aquatic+Rehabilitation+Center%22+%221659+78th+St%2C+Brooklyn%2C+NY+11214%22+%22%2B1718-234-1212%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
87,eligibility_review_block:60a849dfd2738800,2,direct_website_singleton,1,LA_CA_L,www.arcmotionrehab.com,google:cid:8910150710373783377,"Dr. Wei Ching Lee, MD - Arc Motion Rehab Clinic","55 E Huntington Dr #219, Arcadia, CA 91006",Pain management physician,http://www.arcmotionrehab.com/,+1626-817-3422,https://www.google.com/maps?cid=8910150710373783377,https://www.google.com/search?q=site%3Awww.arcmotionrehab.com+%22Dr.+Wei+Ching+Lee%2C+MD+-+Arc+Motion+Rehab+Clinic%22+dental+dentist+patients,https://www.google.com/search?q=%22Dr.+Wei+Ching+Lee%2C+MD+-+Arc+Motion+Rehab+Clinic%22+%2255+E+Huntington+Dr+%23219%2C+Arcadia%2C+CA+91006%22+%22%2B1626-817-3422%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
88,eligibility_review_block:19e6b0cd8bfe6908,2,direct_website_singleton,1,LA_CA_L,www.arroyovista.org,google:cid:11311635005790691978,Wong Jessica Pea MD,"6000 N Figueroa St, Highland Park, CA 90042",Doctor,http://www.arroyovista.org/,+1323-254-5221,https://www.google.com/maps?cid=11311635005790691978,https://www.google.com/search?q=site%3Awww.arroyovista.org+%22Wong+Jessica+Pea+MD%22+dental+dentist+patients,https://www.google.com/search?q=%22Wong+Jessica+Pea+MD%22+%226000+N+Figueroa+St%2C+Highland+Park%2C+CA+90042%22+%22%2B1323-254-5221%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
89,eligibility_review_block:bfdd4f662893030a,2,direct_website_singleton,1,NYC_NY_L,www.aspirehs.com,google:cid:15795670956715437029,Aspire Health Solutions,"8 Davison Plaza, East Rockaway, NY 11518",Home health care service,https://www.aspirehs.com/,+1347-717-4117,https://www.google.com/maps?cid=15795670956715437029,https://www.google.com/search?q=site%3Awww.aspirehs.com+%22Aspire+Health+Solutions%22+dental+dentist+patients,https://www.google.com/search?q=%22Aspire+Health+Solutions%22+%228+Davison+Plaza%2C+East+Rockaway%2C+NY+11518%22+%22%2B1347-717-4117%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
90,eligibility_review_block:7cbbc7672ac0742d,2,direct_website_singleton,1,Augusta_GA_L,www.augusta.va.gov,google:cid:4908311652064968016,VA Downtown Division,"950 15th St, Augusta, GA 30901",Hospital,https://www.augusta.va.gov/locations/directions.asp,+1706-733-0188,https://www.google.com/maps?cid=4908311652064968016,https://www.google.com/search?q=site%3Awww.augusta.va.gov+%22VA+Downtown+Division%22+dental+dentist+patients,https://www.google.com/search?q=%22VA+Downtown+Division%22+%22950+15th+St%2C+Augusta%2C+GA+30901%22+%22%2B1706-733-0188%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
91,eligibility_review_block:ff436f706f385d3e,2,direct_website_singleton,1,NYC_NY_L,www.betances.org,google:cid:9629879480313591668,Betances Health Center,"280 Henry St, New York, NY 10002",Community health center,http://www.betances.org/,+1212-227-8401,https://www.google.com/maps?cid=9629879480313591668,https://www.google.com/search?q=site%3Awww.betances.org+%22Betances+Health+Center%22+dental+dentist+patients,https://www.google.com/search?q=%22Betances+Health+Center%22+%22280+Henry+St%2C+New+York%2C+NY+10002%22+%22%2B1212-227-8401%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
92,eligibility_review_block:2fed6c001288880a,2,direct_website_singleton,1,NYC_NY_L,www.bewellmedical.com,google:cid:5699955828418129941,Be Well Primary Health Care Center,"3007 Farragut Rd, Brooklyn, NY 11210",Internist,http://www.bewellmedical.com/,+1718-253-9355,https://www.google.com/maps?cid=5699955828418129941,https://www.google.com/search?q=site%3Awww.bewellmedical.com+%22Be+Well+Primary+Health+Care+Center%22+dental+dentist+patients,https://www.google.com/search?q=%22Be+Well+Primary+Health+Care+Center%22+%223007+Farragut+Rd%2C+Brooklyn%2C+NY+11210%22+%22%2B1718-253-9355%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
93,eligibility_review_block:50b76de9d5f67b05,2,direct_website_singleton,1,NYC_NY_L,www.bmsfamilyhealth.org,google:cid:3395348879050996542,BMS Family Health and Wellness Centers@Ashford,"650 Ashford St, Brooklyn, NY 11207",Medical Center,https://www.bmsfamilyhealth.org/,+1718-345-5000,https://www.google.com/maps?cid=3395348879050996542,https://www.google.com/search?q=site%3Awww.bmsfamilyhealth.org+%22BMS+Family+Health+and+Wellness+Centers%40Ashford%22+dental+dentist+patients,https://www.google.com/search?q=%22BMS+Family+Health+and+Wellness+Centers%40Ashford%22+%22650+Ashford+St%2C+Brooklyn%2C+NY+11207%22+%22%2B1718-345-5000%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
94,eligibility_review_block:2f91fa2e4ac094e8,2,direct_website_singleton,1,NYC_NY_L,www.brookdalehospital.org,google:cid:4889158453415494831,Brookdale Family Care Center - New Lots,"465 New Lots Ave, Brooklyn, NY 11207",Medical office,http://www.brookdalehospital.org/brookdale-family-care-center-bristol-street.html,+1718-240-8950,https://www.google.com/maps?cid=4889158453415494831,https://www.google.com/search?q=site%3Awww.brookdalehospital.org+%22Brookdale+Family+Care+Center+-+New+Lots%22+dental+dentist+patients,https://www.google.com/search?q=%22Brookdale+Family+Care+Center+-+New+Lots%22+%22465+New+Lots+Ave%2C+Brooklyn%2C+NY+11207%22+%22%2B1718-240-8950%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
95,eligibility_review_block:36385981fbe9dbd7,2,direct_website_singleton,1,NYC_NY_L,www.brooklynplaza.org,google:cid:14221168649792805791,Whitman Ingersoll Farragut Hea,"297 Myrtle Ave, Brooklyn, NY 11205",Medical clinic,http://www.brooklynplaza.org/,+1718-596-8000,https://www.google.com/maps?cid=14221168649792805791,https://www.google.com/search?q=site%3Awww.brooklynplaza.org+%22Whitman+Ingersoll+Farragut+Hea%22+dental+dentist+patients,https://www.google.com/search?q=%22Whitman+Ingersoll+Farragut+Hea%22+%22297+Myrtle+Ave%2C+Brooklyn%2C+NY+11205%22+%22%2B1718-596-8000%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
96,eligibility_review_block:879034564dc36aae,2,direct_website_singleton,1,NYC_NY_L,www.cbwchc.org,google:cid:5427215135935540092,Charles B. Wang Community Health Center,"131-72 40th Rd 4th Floor, Flushing, NY 11354",Medical Center,https://www.cbwchc.org/,+1718-587-1111,https://www.google.com/maps?cid=5427215135935540092,https://www.google.com/search?q=site%3Awww.cbwchc.org+%22Charles+B.+Wang+Community+Health+Center%22+dental+dentist+patients,https://www.google.com/search?q=%22Charles+B.+Wang+Community+Health+Center%22+%22131-72+40th+Rd+4th+Floor%2C+Flushing%2C+NY+11354%22+%22%2B1718-587-1111%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
97,eligibility_review_block:9aa85c1c3f27d980,2,direct_website_singleton,1,NYC_NY_L,www.ccbq.org,google:cid:7617309210467543931,"Antonia Sarris, LCSW","25 Chapel St, Brooklyn, NY 11201",Social services organization,http://www.ccbq.org/,+1718-398-0153,https://www.google.com/maps?cid=7617309210467543931,https://www.google.com/search?q=site%3Awww.ccbq.org+%22Antonia+Sarris%2C+LCSW%22+dental+dentist+patients,https://www.google.com/search?q=%22Antonia+Sarris%2C+LCSW%22+%2225+Chapel+St%2C+Brooklyn%2C+NY+11201%22+%22%2B1718-398-0153%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
98,eligibility_review_block:15a90604db2d1ce1,2,direct_website_singleton,1,Augusta_GA_L,www.cchsaugusta.org,google:cid:15876635400132913439,Christ Community Health Peach Orchard,"2604 Peach Orchard Rd #200, Augusta, GA 30906",Medical clinic,https://www.cchsaugusta.org/,+1706-396-1493,https://www.google.com/maps?cid=15876635400132913439,https://www.google.com/search?q=site%3Awww.cchsaugusta.org+%22Christ+Community+Health+Peach+Orchard%22+dental+dentist+patients,https://www.google.com/search?q=%22Christ+Community+Health+Peach+Orchard%22+%222604+Peach+Orchard+Rd+%23200%2C+Augusta%2C+GA+30906%22+%22%2B1706-396-1493%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
99,eligibility_review_block:009142746158e259,2,direct_website_singleton,1,LA_CA_L,www.cedars-sinai.org,google:cid:10073033236181205716,"Ardeshir Soroushyari, M.D.","5411 Etiwanda Ave #200, Tarzana, CA 91356",Internist,https://www.cedars-sinai.org/provider/ardeshir-soroushyari-2644702.html,+1818-996-5700,https://www.google.com/maps?cid=10073033236181205716,https://www.google.com/search?q=site%3Awww.cedars-sinai.org+%22Ardeshir+Soroushyari%2C+M.D.%22+dental+dentist+patients,https://www.google.com/search?q=%22Ardeshir+Soroushyari%2C+M.D.%22+%225411+Etiwanda+Ave+%23200%2C+Tarzana%2C+CA+91356%22+%22%2B1818-996-5700%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
100,eligibility_review_block:40f74497665d3559,2,direct_website_singleton,1,LA_CA_L,www.centralcityhealth.org,google:cid:6614151412022945732,Central City Community Health Center,"5970 S Central Ave, Los Angeles, CA 90001",Community health center,http://www.centralcityhealth.org/,+1323-234-3280,https://www.google.com/maps?cid=6614151412022945732,https://www.google.com/search?q=site%3Awww.centralcityhealth.org+%22Central+City+Community+Health+Center%22+dental+dentist+patients,https://www.google.com/search?q=%22Central+City+Community+Health+Center%22+%225970+S+Central+Ave%2C+Los+Angeles%2C+CA+90001%22+%22%2B1323-234-3280%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
101,eligibility_review_block:cec2152add9f9036,2,direct_website_singleton,1,NYC_NY_L,www.centurymedicaldental.com,google:cid:3675758136041550130,"Century Medical & Dental Center | Brooklyn, Downtown","200 Livingston St, Brooklyn, NY 11201",Medical clinic,https://www.centurymedicaldental.com/downtown-brooklyn-ny-11201/,+1718-522-3399,https://www.google.com/maps?cid=3675758136041550130,https://www.google.com/search?q=site%3Awww.centurymedicaldental.com+%22Century+Medical+%26+Dental+Center+%7C+Brooklyn%2C+Downtown%22+dental+dentist+patients,https://www.google.com/search?q=%22Century+Medical+%26+Dental+Center+%7C+Brooklyn%2C+Downtown%22+%22200+Livingston+St%2C+Brooklyn%2C+NY+11201%22+%22%2B1718-522-3399%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
102,eligibility_review_block:5fff7d16e629eefe,2,direct_website_singleton,1,NYC_NY_L,www.childrensaidnyc.org,google:cid:14802067086695398071,Children's Aid - Dunlevy Milbank Center,"14-32 W 118th St, New York, NY 10026",Non-profit organization,http://www.childrensaidnyc.org/programs/location/dunlevy-milbank-center,+1212-996-1716,https://www.google.com/maps?cid=14802067086695398071,https://www.google.com/search?q=site%3Awww.childrensaidnyc.org+%22Children%27s+Aid+-+Dunlevy+Milbank+Center%22+dental+dentist+patients,https://www.google.com/search?q=%22Children%27s+Aid+-+Dunlevy+Milbank+Center%22+%2214-32+W+118th+St%2C+New+York%2C+NY+10026%22+%22%2B1212-996-1716%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
103,eligibility_review_block:a84adfff126af993,2,direct_website_singleton,1,NYC_NY_L,www.childrensaidnyc.org,google:cid:5545151789808744503,Children's Aid: Bronx Health Center,"910 E 172nd St, Bronx, NY 10460",Medical Center,http://www.childrensaidnyc.org/health,+1347-767-2200,https://www.google.com/maps?cid=5545151789808744503,https://www.google.com/search?q=site%3Awww.childrensaidnyc.org+%22Children%27s+Aid%3A+Bronx+Health+Center%22+dental+dentist+patients,https://www.google.com/search?q=%22Children%27s+Aid%3A+Bronx+Health+Center%22+%22910+E+172nd+St%2C+Bronx%2C+NY+10460%22+%22%2B1347-767-2200%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
104,eligibility_review_block:3cd0713d348a59b1,2,direct_website_singleton,1,NYC_NY_L,www.chnnyc.org,google:cid:7797290965946195780,Community Healthcare Network – Lower East Side / Catherine M. Abate,"255 E Houston St, New York, NY 10002",Community health center,https://www.chnnyc.org/lower-east-side-center/,+1212-477-1120,https://www.google.com/maps?cid=7797290965946195780,https://www.google.com/search?q=site%3Awww.chnnyc.org+%22Community+Healthcare+Network+%E2%80%93+Lower+East+Side+%2F+Catherine+M.+Abate%22+dental+dentist+patients,https://www.google.com/search?q=%22Community+Healthcare+Network+%E2%80%93+Lower+East+Side+%2F+Catherine+M.+Abate%22+%22255+E+Houston+St%2C+New+York%2C+NY+10002%22+%22%2B1212-477-1120%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
105,eligibility_review_block:92585a739ae9d706,2,direct_website_singleton,1,LA_CA_L,www.clinicas.org,google:cid:7778619330488409355,Clinicas Newbury Park Health Center,"1000 Newbury Rd Ste 150, Newbury Park, CA 91320",Community health center,https://www.clinicas.org/content/newbury-park,+1805-498-3640,https://www.google.com/maps?cid=7778619330488409355,https://www.google.com/search?q=site%3Awww.clinicas.org+%22Clinicas+Newbury+Park+Health+Center%22+dental+dentist+patients,https://www.google.com/search?q=%22Clinicas+Newbury+Park+Health+Center%22+%221000+Newbury+Rd+Ste+150%2C+Newbury+Park%2C+CA+91320%22+%22%2B1805-498-3640%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
